domain,packet_count,avg_packet_size,dns_count,context,passive_score
hopa-casino.org,2119,814.51,21,general,89.57,89.57
hopevalleyfuneralservice.com,2009,620.19,105,general,90.87,90.87
hosting-online.net,241,249.41,51,dns_heavy,81.21,81.21
hostingphase.com,241,374.71,41,dns_heavy,83.89,83.89
hotelplan.co.uk,24048,1253.31,116,general,81.28,81.28
htw-berlin.de,2005,655.87,99,general,91.59,91.59
huckmagazine.com,35306,1276.01,40,high_traffic,75.3,75.3
hugobet894.com,5538,1086.98,114,general,86.0,86.0
hushpuppies-apparel.co.jp,1221,541.92,81,general,88.51,88.51
hydron.com.pl,1551,625.91,102,general,90.78,90.78
hzman.net,188,297.18,25,general,81.94,81.94
i-feel-science.com,1697,742.71,117,general,92.17,92.17
i05s5.com,3685,886.61,87,general,89.4,89.4
ichiyoshi.co.jp,317,381.93,57,dns_heavy,84.28,84.28
icims.tools,2869,817.11,144,general,91.31,91.31
icloud.com,4116,1253.24,63,general,81.08,77.14
icodrops.com,23422,1231.98,99,general,81.8,81.8
idealo.co.uk,20378,1255.1,66,general,82.12,82.12
ideiasauto.com.br,3127,739.94,123,general,92.88,92.88
idg.no,6464,1097.21,96,general,85.92,85.92
idra.org,3757,842.53,189,general,91.65,91.65
ifrn.edu.br,7257,977.37,160,general,89.7,89.7
imagenetllc.net,425,415.76,47,general,84.96,84.96
imballaggi360.com,675,614.18,66,general,89.72,89.72
impressum-recht.de,725,624.45,45,general,89.72,89.72
incentivemoda.com.br,969,666.51,66,general,91.01,91.01
indiancountrytodaymedianetwork.com,1845,623.77,109,general,90.93,90.93
indobokeptv.com,21283,1263.29,30,general,81.13,81.13
infoentrepreneurs.org,9431,1176.03,120,general,85.65,85.65
infra-host.com,180,228.6,54,dns_heavy,80.76,80.76
insidetechie.blog,1718,789.42,87,general,90.77,90.77
instagram.com,3675,1121.95,44,general,83.61,79.87
intelagree.com,4282,648.1,267,general,94.38,94.38
invoice2go.com,3043,849.89,162,general,90.87,90.87
ipchugh.com,233,281.58,48,dns_heavy,81.89,81.89
itabix.com,2242,1006.28,21,general,85.33,85.33
italferr.it,13622,1041.57,93,general,89.95,89.95
itamilchat.com,17032,1248.79,57,general,83.5,83.5
itars.eu,208,256.17,42,dns_heavy,81.24,81.24
itcast.cn,32062,1271.69,98,high_traffic,77.41,77.41
j77gift.com,3347,909.59,74,general,88.59,88.59
javtip24.org,979,564.77,48,general,88.52,88.52
jbweld.com,3679,794.29,216,general,93.03,93.03
jellysquid.me,16784,1271.17,51,general,83.03,83.03
jesus.net,477,355.42,48,general,83.64,83.64
jetgadget.xyz,161,239.58,42,dns_heavy,80.85,80.85
jfku.edu,8624,888.41,372,general,93.24,93.24
jiveservers.com,239,264.15,48,dns_heavy,81.51,81.51
jj3g45.com,5729,1086.55,78,general,85.64,85.64
jobsinlogistics.com,259,333.94,36,general,82.93,82.93
joecartoon.com,952,651.34,42,general,90.37,90.37
jojo-amp16.com,11032,1193.07,90,general,85.56,85.56
jokerfilmizle.org,634,362.94,81,general,84.27,84.27
jometalb.com,225,331.23,54,dns_heavy,83.07,83.07
joyfulaiteam.com,15027,1226.53,66,general,84.92,84.92
jsprav.ru,2647,529.11,164,general,89.81,89.81
justonemall.tw,5461,958.73,153,general,89.3,89.3
kaartenenatlassen.nl,16436,1175.78,183,general,86.91,86.91
kaiftravels.com,2181,465.6,141,general,87.92,87.92
kaufland.cz,22277,1273.53,69,general,80.97,80.97
kb-tochka.ru,7113,1081.47,141,general,87.08,87.08
kemdikbud.go.id,197,260.24,48,dns_heavy,81.4,81.4
kempertc.com,8418,1091.65,96,general,86.84,86.84
kerjain.app,10958,1099.88,105,general,87.79,87.79
kimyoung.co.kr,24527,1281.52,60,general,79.78,79.78
kippie.nl,5176,737.1,284,general,95.74,95.74
kirei-info.com,1481,684.12,72,general,91.68,91.68
kitcarson.net,2527,1033.45,93,general,85.72,85.72
knowles.com,1749,649.7,81,general,91.13,91.13
kongzhong.com,8858,1210.61,35,general,83.61,83.61
koponyeg.hu,12551,1081.59,126,general,89.1,89.1
kp40.ru,16834,1129.66,135,general,87.19,87.19
kpcc.org,4723,975.46,113,general,88.15,88.15
kuda77kribo.baby,342,250.96,114,dns_heavy,82.05,82.05
kuveytturkportfoy.com.tr,1782,840.71,69,general,89.43,89.43
lacakharga.com,10122,1110.3,243,general,88.9,88.9
lambo98.vip,6057,1039.66,105,general,87.15,87.15
lancecertoleiloes.com.br,4280,801.03,219,general,93.15,93.15
learning4you.org,472,705.14,19,general,91.1,91.1
legalaidonline.on.ca,25354,1276.97,81,general,79.8,79.8
legalbet.com,1174,539.21,75,general,88.36,88.36
legitgrails.com,6640,898.23,294,general,92.85,92.85
lennyshoe.com,817,518.09,62,general,87.58,87.58
leon238.casino,968,607.67,96,general,90.06,90.06
lets-try-this.net,32491,1283.33,75,high_traffic,76.7,76.7
leuchtturm1917.com,1185,722.97,54,general,91.64,91.64
levante.de,2734,1048.08,9,general,84.45,84.45
lewrockwell.com,3708,646.51,307,general,94.6,94.6
lexile.com,40887,1291.41,153,high_traffic,74.07,74.07
liccacastle.co.jp,2244,871.23,87,general,89.16,89.16
lichthidaubongda.vip,171,308.93,18,general,82.11,82.11
lick.com,20609,1205.87,120,general,83.78,83.78
lifelinescreening.com,7129,959.28,201,general,90.55,90.55
linkedin.com,2227,799.37,124,general,91.21,83.28
live.com,7805,1226.87,88,general,83.47,79.1
lnx.la,268,326.96,59,dns_heavy,83.05,83.05
logicsouth.com,10517,1138.33,162,general,87.45,87.45
logitechg.com.cn,15561,1130.6,240,general,88.97,88.97
loquen.top,5017,1144.14,69,general,83.96,83.96
louisvuitton.com,19203,1228.18,81,general,83.38,83.38
loveminty.fr,14637,1134.15,132,general,87.95,87.95
lovetodream.com.au,9937,920.11,345,general,93.39,93.39
ltesildenaffil.com,1074,727.82,69,general,91.67,91.67
lulusar.com,6759,807.25,225,general,94.09,94.09
luxochain.io,12649,1183.55,33,general,85.73,85.73
luxoliving.dk,11070,1129.22,145,general,87.67,87.67
lvc.edu,4923,817.06,268,general,93.65,93.65
m-habitat.fr,701,321.86,69,general,83.24,83.24
madamrock.pl,1393,739.07,54,general,91.36,91.36
madurodam.nl,10011,1112.29,120,general,87.31,87.31
magadhuniversity.ac.in,59,132.47,6,general,77.98,77.98
magayo.com,10711,1101.98,147,general,88.15,88.15
magiadabeleza.com,21561,1188.67,138,general,84.0,84.0
mahaonline.gov.in,4033,1140.53,51,general,83.42,83.42
mail.ru,1140,815.19,57,general,89.6,82.34
maminka.cz,5433,871.3,233,general,92.22,92.22
maneskin.com,905,623.76,24,general,89.52,89.52
maribacaberita.com,1510,642.33,115,general,91.28,91.28
maricopacountyparks.net,13965,1251.97,87,general,85.04,85.04
mariyammantemplekottayi.org,911,640.13,60,general,90.32,90.32
marketingmagazine.co.uk,524,359.71,61,general,83.91,83.91
masraraquelapasion.com.ar,3485,1113.06,69,general,84.04,84.04
matrimonycdn.com,229,307.13,54,dns_heavy,82.53,82.53
mcadrosp.site,390,353.67,78,dns_heavy,83.93,83.93
meatyhunks.com,2903,766.15,144,general,92.46,92.46
megazoo-shop.de,1280,672.28,78,general,91.41,91.41
meiertobler.ch,491,321.5,69,general,83.14,83.14
meijer.com,35054,1287.53,117,high_traffic,76.08,76.08
meiyou.com,29688,1274.79,57,general,77.8,77.8
melbet-casinotop10.ru,8822,1229.61,81,general,83.74,83.74
mendukuri-yashokucp.jp,9956,1067.26,121,general,88.31,88.31
mercadoclics.com,187,307.98,51,dns_heavy,82.5,82.5
mercatos.com,5022,1052.26,90,general,86.27,86.27
mercuryhq.com,16765,1254.5,93,general,83.92,83.92
meridianbet.co.tz,17827,1266.94,63,general,82.85,82.85
merries.co.id,1805,832.73,69,general,89.62,89.62
mesdns.net,158,326.08,9,general,82.38,82.38
meteork.ru,351,237.81,27,general,80.71,80.71
mfdns.com,14221,1245.02,62,general,84.78,84.78
mgt-commerce.com,37470,1250.15,81,high_traffic,75.5,75.5
microsoc.fr,541,365.96,54,general,83.98,83.98
microsoft.com,2627,864.83,148,general,90.2,82.02
microsoftonline.com,122,294.33,28,dns_heavy,81.89,77.43
minamikyushu.lg.jp,102,289.85,24,dns_heavy,81.73,81.73
mineunion.net,2038,770.67,87,general,91.32,91.32
miracle1688.xyz,18255,1108.79,105,general,86.72,86.72
missav.fans,3271,647.32,192,general,93.05,93.05
mobiletips.in,5560,1024.59,141,general,87.73,87.73
modelslab.com,4006,1073.09,102,general,85.54,85.54
modernmeadow.com,852,655.85,63,general,90.69,90.69
mohaet.com,3976,917.6,135,general,89.4,89.4
mom.me,5640,636.8,401,general,94.03,94.03
momsforliberty.org,3571,1063.65,63,general,85.1,85.1
monopus.io,2060,843.77,78,general,89.59,89.59
monsterenergy.com,1177,787.81,69,general,90.37,90.37
morgenbladet.no,861,483.78,69,general,86.92,86.92
morningchores.com,2190,770.9,102,general,91.56,91.56
movida.com.br,761,618.13,69,general,89.88,89.88
mport.info,16303,1257.12,53,general,83.56,83.56
mpoturbohoki.com,25218,1234.92,105,general,81.09,81.09
msn.co.uk,8442,965.54,195,general,90.87,90.87
msn.com,3580,1113.66,74,general,84.12,78.23
mtpkrskstate.ru,1397,868.02,63,general,88.59,88.59
muebleslafabrica.com,15769,991.22,210,general,91.63,91.63
mugshots.zone,9349,1151.8,90,general,85.8,85.8
multicraft.org,1999,864.91,90,general,89.23,89.23
murfreesborotn.gov,3953,874.35,123,general,90.22,90.22
mydome.jp,3391,1108.97,60,general,83.98,83.98
myflixer.is,612,374.69,66,general,84.34,84.34
myfoscam.org,712,450.62,42,general,85.79,85.79
mymemory.co.uk,1530,780.83,75,general,90.74,90.74
mypsyhealth.ru,1804,826.86,86,general,89.96,89.96
myquietkitchen.com,5534,989.17,153,general,88.65,88.65
mysites.nl,20076,1214.21,102,general,83.59,83.59
naghd.com,10816,1190.32,123,general,85.93,85.93
namecheap.net,370,425.31,66,dns_heavy,85.38,85.38
nameserver2.co.za,3202,1153.7,40,general,82.66,82.66
nautica.co.il,1759,827.78,69,general,89.71,89.71
nawishoghl.com,9921,1083.39,153,general,88.32,88.32
nestpit.co.uk,10344,1160.71,66,general,85.71,85.71
netflix.com,3668,1052.8,96,general,85.78,78.83
nethost.eu,1530,679.5,77,general,91.66,91.66
netpro.co.kr,17795,1097.21,119,general,87.34,87.34
netprom.ru,322,245.98,31,general,80.93,80.93
netprovider.com.au,706,686.45,19,general,90.78,90.78
newark-sherwooddc.gov.uk,3308,787.11,182,general,92.62,92.62
newl.co.tz,22273,1288.38,25,general,80.11,80.11
next.com,13690,1106.23,72,general,88.22,88.22
nextenergy.nl,4061,699.98,222,general,94.91,94.91
nginx.com,3924,816.18,252,general,93.07,81.46
nginx.org,7062,1056.18,34,general,86.33,79.03
ngn.com.tr,7606,1005.2,161,general,89.23,89.23
nic.jewelry,8336,1200.83,63,general,83.96,83.96
nic.ru,3113,1041.59,58,general,85.35,78.68
nic.sandvik,700,527.28,48,general,87.57,87.57
niva-club.net,8443,1219.25,81,general,83.81,83.81
nongamstopcasinos.org,17067,1221.78,102,general,84.64,84.64
noplatelikehome.com,804,460.6,122,dns_heavy,87.02,87.02
nordiskamuseet.se,21605,1256.93,101,general,82.01,82.01
nordstern-versicherung.de,7832,1237.48,24,general,82.47,82.47
notebook-store.com.ua,836,704.48,46,general,91.56,91.56
notepulseecho.com,5044,1100.49,93,general,85.24,85.24
nothingtech.link,29818,1254.44,106,general,78.8,78.8
novisign.com,10396,1230.27,74,general,84.27,84.27
novosoft.ru,4747,850.44,174,general,91.69,91.69
ns1.com,10939,1026.81,276,general,91.5,91.5
nsnpartsworld.com,3840,1008.03,86,general,86.73,86.73
ntp.org,1373,702.73,110,general,92.52,81.26
nu.international,204,318.86,48,dns_heavy,82.71,82.71
nunotani.co.jp,16114,1269.67,75,general,83.63,83.63
ny-onlinestore.com,282,317.71,27,general,82.46,82.46
oaiusercontent.com,269,430.31,54,dns_heavy,85.3,85.3
obi.cz,663,473.47,81,general,86.76,86.76
obivka-divana.ru,795,600.8,70,general,89.52,89.52
odigeo.com,32595,1254.59,135,high_traffic,78.03,78.03
office365.com,2140,1053.45,52,general,84.62,78.41
office.com,2592,873.98,139,general,89.87,82.37
office.net,357,513.97,44,general,87.09,79.3
offprice.ec,324,410.08,60,dns_heavy,84.95,84.95
ohrana.ua,5747,931.24,192,general,90.51,90.51
okcdn.ru,638,732.75,26,general,90.86,80.66
oke-1-ph.xyz,1850,913.27,77,general,87.94,87.94
oldamericanbroker.com,2182,778.25,84,general,91.17,91.17
oliverhume.com.au,18343,1199.42,147,general,85.17,85.17
oneburbank.com,1543,442.88,73,general,86.33,86.33
oneclearwinner.co.uk,41055,1227.51,111,high_traffic,74.92,74.92
oneclickdeveloper.com,1591,489.85,81,general,87.5,87.5
onegreen.net,11514,1121.8,81,general,87.23,87.23
online-life.online,228,283.49,48,dns_heavy,81.93,81.93
onpravaae.com,34897,1289.92,57,high_traffic,75.36,75.36
opekaweb.ru,754,450.91,33,general,85.7,85.7
openfinancial.co,7632,1076.44,171,general,87.77,87.77
opera.com,79,191.72,4,general,79.29,76.49
opera.se,1817,928.13,66,general,87.46,87.46
operadors.cat,589,637.97,48,general,90.0,90.0
oroa.com,9997,1104.17,162,general,88.0,88.0
ortorex.es,8365,1062.37,78,general,87.25,87.25
painscience.com,12006,1216.48,87,general,85.39,85.39
parkingspa.com,10109,1070.31,75,general,87.74,87.74
parsanetwork.com,35110,1283.33,69,high_traffic,75.56,75.56
pavenet.net,1124,600.61,31,general,89.17,89.17
pazmoveis.com.br,11351,1224.28,75,general,84.8,84.8
pecah11.store,716,425.44,54,general,85.38,85.38
personalize.pt,630,490.33,47,general,86.71,86.71
pervertstore.com,34111,1239.53,99,high_traffic,77.31,77.31
phototrans.pl,13710,1109.03,201,general,89.72,89.72
pinkinkbeauty.com,5143,672.78,333,general,95.46,95.46
pinkrabbit.ru,16658,970.23,90,general,90.28,90.28
pinterest.com,1952,1004.31,54,general,85.66,78.79
piplbharat.com,5076,856.07,204,general,92.06,92.06
pixeltreemedia.co.uk,1540,536.85,119,general,88.99,88.99
pkcoolgames.com,1508,759.6,21,general,90.55,90.55
planet77instan.site,9861,1069.04,128,general,88.32,88.32
planfor.es,1627,758.33,46,general,90.93,90.93
playcrey.com,19739,1250.85,117,general,83.09,83.09
playpixbet.org,2707,844.48,51,general,89.5,89.5
plmrgenesis.uk,123,231.84,36,dns_heavy,80.59,80.59
plr.ovh,206,278.67,1,general,81.24,81.24
plumedns.com,11700,1165.31,63,general,86.12,86.12
plus777.club,447,386.2,45,general,84.28,84.28
pluscbdoil.com,1655,636.76,117,general,91.24,91.24
pluxee.ph,33344,1256.01,141,high_traffic,77.77,77.77
pnl18.com,9750,1204.35,48,general,84.27,84.27
poinlautan.com,690,460.21,66,general,86.29,86.29
poiskator.su,419,313.24,51,general,82.71,82.71
pokerdom-reor.top,8918,1181.19,67,general,84.69,84.69
pokerdom-wobe.top,1289,665.27,54,general,90.97,90.97
polon-dom.ru,13127,1203.85,69,general,85.91,85.91
pomcak.com,381,379.72,11,general,83.69,83.69
porn.tattoo,15547,1273.77,51,general,83.47,83.47
porngames.tv,31171,1241.63,97,high_traffic,78.43,78.43
pornoalfa.com,1747,639.51,53,general,90.56,90.56
portalangop.co.ao,10385,1064.37,60,general,87.8,87.8
post-lnr.ru,12126,1255.53,65,general,84.3,84.3
powerplay24.in,1594,567.21,102,general,89.48,89.48
ppfly.top,927,505.81,86,general,87.65,87.65
presswizards.com,3024,760.97,120,general,92.34,92.34
privoxy.org,823,619.05,46,general,89.65,89.65
promaxonline.com,37103,1271.04,69,high_traffic,75.03,75.03
promokodoff.ru,817,764.77,21,general,90.15,90.15
prostorsombor.rs,3404,966.51,66,general,87.24,87.24
proxysql.com,628,409.51,63,general,85.09,85.09
psdtuts.com,21627,1169.93,152,general,84.56,84.56
pslgroup.com,36268,1263.1,63,high_traffic,75.48,75.48
pslhub.org,1243,652.89,81,general,91.0,91.0
ptab-benin.org,1551,458.27,95,general,86.95,86.95
ptg.org,9968,1122.89,114,general,86.99,86.99
pttogeltoto.info,292,292.5,84,dns_heavy,82.6,82.6
pubearn.com,243,277.74,53,dns_heavy,81.87,81.87
pueblos20.net,3911,646.91,252,general,94.03,94.03
pukassurfshop.com,19059,1103.72,227,general,87.99,87.99
pulpo-eipico.cloud,9430,1234.15,24,general,83.19,83.19
pv-cdn.net,149,246.54,28,dns_heavy,80.83,77.05
qq.com,341,384.54,38,general,84.11,78.23
qris711pecah.com,10028,1169.78,53,general,85.22,85.22
qualtraxcloud.com,181,260.55,48,dns_heavy,81.4,81.4
queplan.mx,15800,1188.44,87,general,85.71,85.71
quickmark.com.tw,3671,883.1,125,general,89.93,89.93
raffi777mcu.top,561,338.67,57,general,83.41,83.41
rahavard365.com,343,410.38,9,general,84.34,84.34
railbaltica.org,657,438.79,54,general,85.65,85.65
rameshwari.in,3740,812.05,150,general,91.85,91.85
rapidrad.com,8954,1039.25,102,general,88.3,88.3
raptorsrapture.com,1823,639.64,129,general,91.52,91.52
rbs6nations.com,35230,1232.99,102,high_traffic,77.04,77.04
realliferpg.de,395,287.58,18,general,81.73,81.73
regeringen.se,14177,1234.68,81,general,85.26,85.26
regione.puglia.it,8312,1162.33,63,general,84.81,84.81
remo.com,20933,1248.58,87,general,82.29,82.29
renfrewshire.gov.uk,9372,1186.08,87,general,85.0,85.0
renklidersler.com,1202,875.19,27,general,87.92,87.92
repay.tw,2341,981.41,54,general,86.33,86.33
replays.lol,20485,1230.4,96,general,82.99,82.99
retailzipline.com,1364,762.71,54,general,90.82,90.82
rev.io,5136,1043.54,177,general,87.57,87.57
ripn.net,336,471.06,28,general,85.92,78.88
rmc.gov.in,17846,1146.72,51,general,85.38,85.38
rmcpay.com,295,354.16,9,general,83.06,83.06
roblox.com,3792,1130.78,75,general,83.84,78.13
robotklass.space,376,307.38,42,general,82.45,82.45
rockandmill.ru,848,453.27,102,general,86.63,86.63
rokna.net,217,318.55,34,dns_heavy,82.54,82.54
root-servers.net,93,241.41,4,general,80.4,76.89
rostok.ee,3728,872.79,93,general,89.79,89.79
royaltotoakhlak.com,6437,1064.04,87,general,86.54,86.54
rpba.gob.ar,412,329.23,85,dns_heavy,83.48,83.48
rt-inforu.ru,315,271.92,36,general,81.56,81.56
rtpidc88bio.xyz,16039,1199.12,74,general,85.22,85.22
rtpracikcore.online,503,330.3,51,general,83.13,83.13
rubias19.red,23747,1275.24,57,general,80.2,80.2
s0cial.com,7253,1036.36,204,general,88.92,88.92
s2s.ph,196,385.26,16,general,83.8,83.8
sagaftraplans.org,7032,1097.05,102,general,86.23,86.23
sailtraininginternational.org,1213,503.25,75,general,87.57,87.57
saimukyusai-shibuyahoumu.com,6866,1000.27,216,general,89.71,89.71
sale-attestati-v-noginske-50.ru,5116,1127.3,58,general,84.24,84.24
samsung.com,277,534.13,26,general,87.29,79.37
sarawakjobs.com,7947,1218.69,69,general,83.48,83.48
sayyarh.com,2775,820.2,117,general,90.88,90.88
sbtpg.com,6231,1044.12,126,general,87.38,87.38
scentregroup.io,142,340.3,12,general,82.73,82.73
scotlnd.uk,31200,1288.78,93,high_traffic,77.32,77.32
scriborapulseplanet.com,1220,599.43,75,general,89.72,89.72
seacret.com,5902,682.52,195,general,94.93,94.93
seceidos.com,2476,920.41,58,general,87.8,87.8
sehua.buzz,1310,618.62,66,general,90.08,90.08
sentinelassam.com,9205,1047.36,207,general,89.5,89.5
sentry.io,2228,907.81,40,general,87.76,79.54
seoservicemall.com,30314,1251.55,123,high_traffic,78.87,78.87
serv.lt,9412,1132.95,108,general,86.46,86.46
servibanca.pt,211,277.5,48,dns_heavy,81.79,81.79
sex-studentki.art,2799,901.85,207,general,90.16,90.16
sexobal.love,1186,632.77,67,general,90.36,90.36
sexvaio.com,16428,1224.81,93,general,84.72,84.72
shahrsakhtafzar.com,10075,1044.74,40,general,87.87,87.87
sharepoint.com,4857,1051.56,122,general,86.61,79.13
shimogamo-jinja.or.jp,32325,972.52,99,high_traffic,84.0,84.0
shimotsuke.co.jp,5344,860.92,151,general,91.42,91.42
shipmonk.cloud,316,791.49,24,general,89.39,89.39
shoppaas.com,20573,1233.11,63,general,82.49,82.49
sibfungold.net,2721,1135.77,48,general,82.96,82.96
sigmasoft.ro,13236,1171.5,38,general,86.3,86.3
simpledot.com.br,3977,1035.86,93,general,86.25,86.25
sinarsentosaprimatama.com,401,459.77,33,general,85.76,85.76
skillrush.icu,368,425.96,60,dns_heavy,85.32,85.32
skycom.dk,21522,1276.76,57,general,81.06,81.06
skyflowapis-preview.com,430,358.51,75,dns_heavy,84.02,84.02
skype.com,2510,1053.91,68,general,84.95,78.53
skyzone.host,24637,1241.76,108,general,81.2,81.2
sla.pl,18608,1247.85,30,general,82.56,82.56
slotcarillustrated.com,1212,274.5,63,general,82.31,82.31
slottica.com,10571,1117.6,120,general,87.42,87.42
smarthdd.com,3623,1100.47,30,general,83.9,83.9
smcalia.com,284,364.89,45,dns_heavy,83.74,83.74
smemove.com,12211,1020.83,114,general,90.17,90.17
snipp.ru,14262,1121.11,93,general,87.91,87.91
softservenews.com,598,599.59,48,general,89.15,89.15
sogaz-clinic.ru,3763,1165.73,57,general,82.82,82.82
soicauvn247.net,1709,709.58,105,general,92.75,92.75
solcasino.io,1420,830.77,70,general,89.52,89.52
solstation.com,8512,1185.47,74,general,84.51,84.51
somashome.nl,847,682.4,51,general,91.13,91.13
soporcel.pt,1937,923.83,93,general,87.93,87.93
sparklingice.com,3750,866.77,276,general,92.16,92.16
spider-themes.net,1454,703.93,54,general,91.9,91.9
spinehealthmagazine.com,99,275.18,6,general,81.18,81.18
spoonflower.com,39871,1235.15,300,high_traffic,77.53,77.53
sportingbet.de,9347,796.8,190,general,94.95,94.95
spotify.com,4144,959.54,128,general,88.45,79.79
sraoss.jp,785,297.61,92,general,83.01,83.01
srlan.ru,1407,712.21,22,general,91.58,91.58
srv-acens.com,343,463.35,42,general,85.93,85.93
stackexchange.com,2315,1032.84,36,general,84.95,84.95
starfocus.online,16887,1152.95,119,general,86.46,86.46
starhome.io,998,422.53,105,general,86.04,86.04
starhub.com,11324,976.78,324,general,92.94,92.94
steirischerherbst.at,4109,977.74,60,general,87.2,87.2
storageauctions.net,1919,803.8,63,general,90.24,90.24
strategymission.net,1203,606.63,63,general,89.73,89.73
strong-pharm.shop,22324,1262.0,87,general,81.43,81.43
stuffedsuitcase.com,10658,1112.75,201,general,88.55,88.55
style-cruise.jp,8127,1203.6,69,general,83.89,83.89
sublimejobs.co.za,8930,1131.04,57,general,85.69,85.69
subra.bg,16994,1199.58,24,general,84.22,84.22
suerteovip.top,4514,946.81,112,general,88.69,88.69
summervilleresort.com.br,17404,1189.97,36,general,84.41,84.41
sunmedia.stream,4761,918.75,75,general,88.97,88.97
sw-factory.team,625,279.68,60,general,82.15,82.15
swimmeet.com,854,570.61,66,general,88.82,88.82
sxuidiebgt.net,1091,804.98,83,general,90.12,90.12
t-investlab.ru,2157,617.54,103,general,90.85,90.85
ta-da.ua,19810,1206.41,145,general,84.4,84.4
ta3lemkonline.com,8053,1211.29,63,general,83.61,83.61
tagalys.com,4500,818.79,279,general,93.58,93.58
talkgacha.com,546,600.29,33,general,88.96,88.96
tambakbetjp.one,132,170.11,29,dns_heavy,79.13,79.13
taromuseum.jp,677,682.82,42,general,90.96,90.96
tdolfindns.com,374,404.75,69,dns_heavy,84.96,84.96
teamtotality.com,3094,707.32,189,general,94.28,94.28
tecni-soft.net,955,666.54,72,general,91.08,91.08
teddy.it,15066,1223.84,96,general,85.33,85.33
tele3.eu,762,557.59,38,general,88.15,88.15
telematika.com,10910,1088.23,39,general,87.23,87.23
telemetric.dk,451,439.32,45,general,85.47,85.47
tenantmariposa.com,1090,329.81,114,general,84.12,84.12
teraren.com,9705,1198.0,81,general,84.8,84.8
terbaik21.my,605,417.68,57,general,85.19,85.19
terbit21official.online,17708,1138.09,108,general,86.32,86.32
ternium.com,11177,1191.89,109,general,85.87,85.87
testr1.com,1334,984.55,54,general,85.85,85.85
texasguntalk.com,11511,1245.12,81,general,84.48,84.48
tfmzsp.com,3287,1123.01,48,general,83.48,83.48
thailandpost.co.th,201,256.33,48,dns_heavy,81.31,81.31
thc.ro,2686,814.14,141,general,91.27,91.27
thdns.com,333,360.15,54,dns_heavy,83.76,83.76
theaxiomstores.com,847,711.71,48,general,91.68,91.68
theforge.lol,522,364.25,57,general,83.97,83.97
thehousedesigners.com,4210,833.71,216,general,92.36,92.36
theperiyarproject.com,962,707.59,54,general,91.78,91.78
theprogressnews.com,2466,623.54,201,general,92.3,92.3
thinkygames.com,1014,693.31,44,general,91.36,91.36
thirdeyetraveller.com,6239,925.5,207,general,91.02,91.02
thoughtworks.com,15917,1206.98,96,general,85.36,85.36
thrivenetworks.com,5925,826.09,336,general,93.98,93.98
thunderloungepro.com,1771,904.72,69,general,88.0,88.0
ticca.net,44,78.8,12,dns_heavy,76.85,76.85
tigerlink.me,35980,1274.38,63,high_traffic,75.34,75.34
tiktok.com,161,631.78,10,general,89.23,80.07
tiktokcdn.com,174,357.03,32,dns_heavy,83.36,77.96
tiktokv.com,356,341.67,13,general,82.86,77.78
timeinn.win,5709,874.8,120,general,90.88,90.88
timex.ph,987,572.6,105,general,89.39,89.39
titanwatches.ae,702,581.75,58,general,88.91,88.91
tomato-timer.com,23356,1285.58,59,general,80.15,80.15
tools4trade.co.uk,9603,922.26,326,general,93.44,93.44
toourguest.com,5187,925.64,138,general,89.75,89.75
total-test.ru,11340,1156.4,124,general,86.91,86.91
toyotahome.co.jp,15652,1133.28,225,general,88.69,88.69
trackgrp.com,9858,1179.46,102,general,85.53,85.53
trackitdown.net,24271,1276.56,87,general,80.32,80.32
trafficmanager.net,188,409.96,36,dns_heavy,84.6,78.4
travelfeed.com,16033,1216.91,81,general,84.91,84.91
traveligo.com,4497,1043.93,111,general,86.5,86.5
trivenetogoal.it,4119,855.82,133,general,90.82,90.82
troopwebhost.com,1894,825.45,96,general,90.15,90.15
trustytime168.io,1147,512.02,72,general,87.7,87.7
truykich2.net,629,496.46,63,general,87.04,87.04
trx-hub.com,444,309.04,45,general,82.55,82.55
tsijournals.com,25558,1256.29,84,general,80.21,80.21
ttfr.ru,4334,913.21,92,general,89.12,89.12
tunisie-telegraph.com,6730,952.32,187,general,90.38,90.38
turbospinsstation.com,3139,912.56,117,general,88.96,88.96
tvcbenin.com,22040,1213.82,126,general,83.1,83.1
tvuni.online,1117,439.23,76,general,86.11,86.11
twiends.com,833,635.02,57,general,90.14,90.14
twitter.com,1815,983.08,66,general,86.23,81.1
tylercountry.com,299,339.91,56,dns_heavy,83.32,83.32
typing.com,3126,889.92,114,general,89.42,89.42
uccuyo.edu.ar,1717,804.26,72,general,90.26,90.26
ui.com,7469,1233.73,91,general,83.22,77.91
ultratelecom.ru,178,343.28,9,general,82.77,82.77
unas.tv,12805,1159.09,51,general,86.56,86.56
unclewiener.com,5147,779.6,196,general,93.7,93.7
uni-wuerzburg.de,1980,836.67,29,general,89.12,89.12
unikiklan.com,18528,1087.17,132,general,87.42,87.42
uniquewatchguide.com,16422,1132.73,177,general,87.8,87.8
uniregistry-dns.com,257,291.94,54,dns_heavy,82.21,82.21
unity3d.com,3537,1107.94,25,general,83.64,78.06
updatingservices.net,923,659.21,63,general,90.79,90.79
uqam.ca,12165,938.8,82,general,91.6,91.6
ushla.com,10685,1096.59,188,general,88.76,88.76
utapri.com,368,330.15,30,general,82.81,82.81
uto.kz,308,412.84,29,general,84.62,84.62
vacancesbleues.fr,1725,712.87,59,general,92.14,92.14
valueciti.co.za,16231,1163.6,69,general,85.88,85.88
